217,193,211,210,209,219,237,234,235,221,219,221,222,219,221,212,220,210,237,217,217,218,198,236,217,193,210,198,220,209,211,236,222,222,235,194,221,220,234,233,237,234,197,217,193,236,234,222,234,221,219,198,198,235,212,235,210,236,218,236,233,218,194,235,211,235,217,220,218,218,210,219,193,211,197,233,198,235,235,237
218,222,236,235,237,220,222,198,217,217,197,234,220,217,235,217,237,234,198,211,236,221,197,217,218,236,193,235,222,219,209,209,217,233,217,235,221,220,198,222,236,222,218,219,219,212,220,218,211,236,212,210,222,233,219,198,217,220,197,218,194,212,237,235,212,233,219,235,220,211,220,220,237,234,222,198,198,212,220,209
212,236,237,197,222,234,194,211,194,210,194,211,237,212,220,233,234,198,193,222,236,211,222,217,212,212,237,209,211,221,194,218,221,221,210,212,212,194,209,235,209,194,222,209,209,212,220,221,237,235,237,212,212,236,219,193,210,235,235,237,217,218,219,235,217,198,211,194,235,236,217,220,211,212,197,219,217,211,212,198
220,210,237,237,210,237,212,222,210,209,219,222,194,217,212,209,222,233,193,194,217,233,211,218,236,236,237,221,210,219,218,235,234,220,221,222,217,193,209,222,222,193,218,233,219,212,237,210,193,236,217,193,218,211,218,235,210,211,221,233,220,217,217,211,210,219,210,220,236,219,233,219,198,234,193,220,217,211,211,222
209,217,237,197,211,233,237,217,220,218,219,212,211,210,235,222,212,217,193,211,235,217,218,220,217,233,212,211,237,212,233,212,217,193,194,220,237,217,219,237,209,209,235,194,217,209,218,220,235,233,217,235,237,212,233,209,219,221,211,194,237,218,217,237,237,235,212,212,217,194,217,212,197,193,198,198,221,209,194,235
222,194,234,217,210,237,194,218,194,218,217,194,233,235,221,212,222,198,194,222,209,235,221,222,194,220,235,237,193,234,198,235,210,222,209,233,236,218,210,210,211,193,220,218,219,209,209,198,193,211,209,212,234,212,221,217,219,222,194,222,198,197,234,237,220,217,197,193,235,210,212,197,197,194,234,194,197,222,219,234
221,237,221,220,221,234,234,237,234,236,236,234,237,212,211,219,218,210,211,237,221,198,197,197,198,236,194,193,236,194,197,222,217,219,197,211,221,234,193,197,210,236,222,236,193,193,212,222,234,211,234,193,218,197,235,212,198,235,197,212,219,234,219,219,222,222,197,237,211,210,235,198,219,212,221,197,193,236,212,211
218,193,198,198,218,233,217,237,193,233,221,237,198,236,235,236,234,222,219,220,221,220,235,234,198,217,219,193,211,219,217,211,197,222,222,219,237,211,212,236,237,222,209,211,197,236,193,233,210,210,198,209,234,212,220,220,218,194,194,218,194,194,234,234,194,211,218,194,209,217,219,234,194,212,236,221,237,235,209,217
221,234,222,210,197,197,210,217,237,194,217,221,212,219,233,198,197,219,221,235,194,210,211,235,198,236,217,217,221,221,198,194,235,222,218,236,198,233,197,211,218,194,193,209,209,222,233,236,217,221,209,212,220,221,218,209,233,194,233,233,218,197,220,209,198,237,211,236,222,236,218,237,220,237,209,237,218,197,194,237
222,237,210,222,220,221,233,219,233,222,211,193,220,194,193,234,234,222,217,233,217,212,221,235,222,212,211,221,221,236,233,210,234,222,212,235,197,218,222,194,198,198,222,220,235,222,236,210,233,193,219,212,220,193,209,233,194,219,221,234,217,237,234,221,218,212,217,211,193,198,237,222,212,237,218,218,211,211,197,211
210,209,236,236,220,211,193,221,234,210,198,219,211,194,234,236,210,233,193,197,194,212,198,209,237,212,194,217,219,221,237,236,210,237,212,235,220,210,193,193,234,222,197,210,211,198,193,220,209,236,221,218,235,233,211,222,198,222,197,217,198,220,217,210,198,219,219,217,218,235,217,212,236,211,194,198,237,220,193,210
